loc,number,disease,increase,year,population
SOUTH DAKOTA,12,PERTUSSIS,1.65,1995,737925
TENNESSEE,208,PERTUSSIS,3.94,1995,5326936
TEXAS,126,PERTUSSIS,0.7,1995,18958751
UTAH,29,PERTUSSIS,1.45,1995,2014177
VERMONT,45,PERTUSSIS,7.65,1995,589002
VIRGINIA,31,PERTUSSIS,0.44,1995,6670693
WASHINGTON,370,PERTUSSIS,6.74,1995,5481027
WISCONSIN,11,PERTUSSIS,0.21,1995,5184836
WYOMING,1,PERTUSSIS,0.21,1995,485160
ARIZONA,5,RUBELLA,0.12,1995,4432499
ARKANSAS,0,RUBELLA,0,1995,2535399
CALIFORNIA,21,RUBELLA,0.05,1995,31696582
COLORADO,1,RUBELLA,0.03,1995,3826653
CONNECTICUT,24,RUBELLA,0.72,1995,3324144
FLORIDA,27,RUBELLA,0.2,1995,14537875
GEORGIA,41,RUBELLA,0.56,1995,7328413
HAWAII,4,RUBELLA,0.32,1995,1196854
IDAHO,1,RUBELLA,0.08,1995,1177322
ILLINOIS,1,RUBELLA,0.01,1995,12008437
INDIANA,1,RUBELLA,0.02,1995,5851459
KANSAS,0,RUBELLA,0,1995,2601007
MAINE,1,RUBELLA,0.08,1995,1243480
MASSACHUSETTS,8,RUBELLA,0.15,1995,6141445
MICHIGAN,4,RUBELLA,0.04,1995,9676211
NEW HAMPSHIRE,0,RUBELLA,0,1995,1157561
NEW JERSEY,1,RUBELLA,0.01,1995,8083242
NEW YORK,13,RUBELLA,0.09,1995,18524104
NORTH CAROLINA,1,RUBELLA,0.01,1995,7344674
OREGON,2,RUBELLA,0.06,1995,3184369
SOUTH CAROLINA,1,RUBELLA,0.03,1995,3748582
TENNESSEE,0,RUBELLA,0,1995,5326936
TEXAS,13,RUBELLA,0.09,1995,18958751
UTAH,1,RUBELLA,0.05,1995,2014177
WASHINGTON,2,RUBELLA,0.04,1995,5481027
WYOMING,1,RUBELLA,0.21,1995,485160
ALABAMA,196,HEPATITIS A,4.55,1996,4331102
ALASKA,46,HEPATITIS A,7.53,1996,608569
ARIZONA,1397,HEPATITIS A,30.46,1996,4586940
ARKANSAS,446,HEPATITIS A,17.33,1996,2572109
CALIFORNIA,5547,HEPATITIS A,17.3,1996,32018834
COLORADO,362,HEPATITIS A,9.25,1996,3919972
CONNECTICUT,123,HEPATITIS A,3.69,1996,3336685
DELAWARE,17,HEPATITIS A,2.25,1996,740977
DISTRICT OF COLUMBIA,30,HEPATITIS A,5.2,1996,572377
FLORIDA,552,HEPATITIS A,3.69,1996,14853360
GEORGIA,148,HEPATITIS A,1.97,1996,7501069
HAWAII,84,HEPATITIS A,6.97,1996,1203755
IDAHO,206,HEPATITIS A,17.16,1996,1203083
ILLINOIS,512,HEPATITIS A,4.21,1996,12101997
INDIANA,308,HEPATITIS A,5.23,1996,5906013
IOWA,305,HEPATITIS A,10.57,1996,2880000
KANSAS,319,HEPATITIS A,12.22,1996,2614554
KENTUCKY,40,HEPATITIS A,1.07,1996,3919535
LOUISIANA,188,HEPATITIS A,4.28,1996,4398877
MAINE,22,HEPATITIS A,1.76,1996,1249060
MARYLAND,225,HEPATITIS A,4.49,1996,5111986
MASSACHUSETTS,171,HEPATITIS A,2.77,1996,6179756
MICHIGAN,432,HEPATITIS A,4.35,1996,9758645
MINNESOTA,129,HEPATITIS A,2.69,1996,4712827
MISSISSIPPI,188,HEPATITIS A,6.83,1996,2748085
MISSOURI,1244,HEPATITIS A,22.94,1996,5431553
MONTANA,83,HEPATITIS A,9.38,1996,886254
NEBRASKA,196,HEPATITIS A,11.76,1996,1673740
NEVADA,392,HEPATITIS A,23.52,1996,1666320
NEW HAMPSHIRE,23,HEPATITIS A,2.02,1996,1174719
NEW JERSEY,264,HEPATITIS A,3.23,1996,8149596
NEW MEXICO,280,HEPATITIS A,15.95,1996,1752326
NEW YORK,782,HEPATITIS A,4.22,1996,18588460
NORTH CAROLINA,184,HEPATITIS A,2.44,1996,7500670
NORTH DAKOTA,128,HEPATITIS A,19.69,1996,650382
OHIO,652,HEPATITIS A,5.82,1996,11242827
OKLAHOMA,2197,HEPATITIS A,65.89,1996,3340129
OREGON,672,HEPATITIS A,20.69,1996,3247111
PENNSYLVANIA,436,HEPATITIS A,3.58,1996,12220464
RHODE ISLAND,20,HEPATITIS A,1.98,1996,1020893
SOUTH CAROLINA,53,HEPATITIS A,1.43,1996,3796200
SOUTH DAKOTA,34,HEPATITIS A,4.53,1996,742213
TENNESSEE,350,HEPATITIS A,6.49,1996,5416643
TEXAS,2555,HEPATITIS A,13.23,1996,19340342
UTAH,924,HEPATITIS A,44.67,1996,2067976
VERMONT,11,HEPATITIS A,1.87,1996,593701
VIRGINIA,174,HEPATITIS A,2.5,1996,6750884
WASHINGTON,658,HEPATITIS A,11.83,1996,5569753
WEST VIRGINIA,15,HEPATITIS A,0.77,1996,1822808
WISCONSIN,141,HEPATITIS A,2.72,1996,5229986
WYOMING,35,HEPATITIS A,7.12,1996,488167
ALASKA,68,MEASLES,11.16,1996,608569
ARIZONA,8,MEASLES,0.17,1996,4586940
CALIFORNIA,45,MEASLES,0.11,1996,32018834
COLORADO,7,MEASLES,0.21,1996,3919972
CONNECTICUT,1,MEASLES,0.03,1996,3336685
DELAWARE,1,MEASLES,0.13,1996,740977
DISTRICT OF COLUMBIA,0,MEASLES,0,1996,572377
FLORIDA,0,MEASLES,0,1996,14853360
GEORGIA,1,MEASLES,0.01,1996,7501069
HAWAII,34,MEASLES,2.81,1996,1203755
IDAHO,2,MEASLES,0.16,1996,1203083
ILLINOIS,2,MEASLES,0.02,1996,12101997
IOWA,0,MEASLES,0,1996,2880000
KANSAS,1,MEASLES,0.04,1996,2614554
MAINE,0,MEASLES,0,1996,1249060
MARYLAND,4,MEASLES,0.08,1996,5111986
MASSACHUSETTS,12,MEASLES,0.2,1996,6179756
MICHIGAN,2,MEASLES,0.02,1996,9758645
MINNESOTA,18,MEASLES,0.37,1996,4712827
MISSOURI,2,MEASLES,0.04,1996,5431553
NEVADA,4,MEASLES,0.24,1996,1666320
NEW JERSEY,0,MEASLES,0,1996,8149596
NEW MEXICO,17,MEASLES,0.96,1996,1752326
NORTH CAROLINA,4,MEASLES,0.05,1996,7500670
OHIO,6,MEASLES,0.06,1996,11242827
OREGON,11,MEASLES,0.33,1996,3247111
PENNSYLVANIA,12,MEASLES,0.1,1996,12220464
TENNESSEE,2,MEASLES,0.04,1996,5416643
TEXAS,27,MEASLES,0.18,1996,19340342
UTAH,119,MEASLES,5.77,1996,2067976
VERMONT,1,MEASLES,0.17,1996,593701
VIRGINIA,1,MEASLES,0.01,1996,6750884
WASHINGTON,51,MEASLES,0.92,1996,5569753
WISCONSIN,1,MEASLES,0.02,1996,5229986
WYOMING,1,MEASLES,0.2,1996,488167
ALABAMA,7,MUMPS,0.15,1996,4331102
ALASKA,3,MUMPS,0.48,1996,608569
ARIZONA,1,MUMPS,0.02,1996,4586940
ARKANSAS,1,MUMPS,0.04,1996,2572109
CALIFORNIA,102,MUMPS,0.31,1996,32018834
COLORADO,3,MUMPS,0.09,1996,3919972
DISTRICT OF COLUMBIA,0,MUMPS,0,1996,572377
FLORIDA,28,MUMPS,0.21,1996,14853360
GEORGIA,3,MUMPS,0.03,1996,7501069
HAWAII,26,MUMPS,2.13,1996,1203755
ILLINOIS,14,MUMPS,0.14,1996,12101997
INDIANA,9,MUMPS,0.17,1996,5906013
IOWA,3,MUMPS,0.09,1996,2880000
KANSAS,2,MUMPS,0.08,1996,2614554
LOUISIANA,18,MUMPS,0.39,1996,4398877
MARYLAND,28,MUMPS,0.56,1996,5111986
MASSACHUSETTS,1,MUMPS,0.02,1996,6179756
MICHIGAN,35,MUMPS,0.35,1996,9758645
MINNESOTA,6,MUMPS,0.12,1996,4712827
MISSISSIPPI,15,MUMPS,0.56,1996,2748085
MISSOURI,8,MUMPS,0.16,1996,5431553
NEVADA,20,MUMPS,1.2,1996,1666320
NEW HAMPSHIRE,1,MUMPS,0.09,1996,1174719
NEW JERSEY,1,MUMPS,0.01,1996,8149596
NEW YORK,38,MUMPS,0.3,1996,18588460
NORTH CAROLINA,21,MUMPS,0.27,1996,7500670
NORTH DAKOTA,2,MUMPS,0.31,1996,650382
OHIO,48,MUMPS,0.47,1996,11242827
OKLAHOMA,0,MUMPS,0,1996,3340129
PENNSYLVANIA,28,MUMPS,0.25,1996,12220464
RHODE ISLAND,1,MUMPS,0.1,1996,1020893
SOUTH CAROLINA,7,MUMPS,0.21,1996,3796200
TENNESSEE,5,MUMPS,0.1,1996,5416643
TEXAS,24,MUMPS,0.16,1996,19340342
UTAH,2,MUMPS,0.1,1996,2067976
VIRGINIA,16,MUMPS,0.19,1996,6750884
WASHINGTON,21,MUMPS,0.4,1996,5569753
WISCONSIN,0,MUMPS,0,1996,5229986
WYOMING,1,MUMPS,0.2,1996,488167
ALABAMA,28,PERTUSSIS,0.61,1996,4331102
ALASKA,3,PERTUSSIS,0.48,1996,608569
ARIZONA,25,PERTUSSIS,0.53,1996,4586940
ARKANSAS,13,PERTUSSIS,0.52,1996,2572109
CALIFORNIA,678,PERTUSSIS,2.11,1996,32018834
COLORADO,132,PERTUSSIS,3.42,1996,3919972
CONNECTICUT,34,PERTUSSIS,1.02,1996,3336685
DELAWARE,19,PERTUSSIS,2.52,1996,740977
DISTRICT OF COLUMBIA,5,PERTUSSIS,0.86,1996,572377
FLORIDA,128,PERTUSSIS,0.89,1996,14853360
GEORGIA,20,PERTUSSIS,0.26,1996,7501069
HAWAII,24,PERTUSSIS,1.97,1996,1203755
IDAHO,129,PERTUSSIS,10.73,1996,1203083
ILLINOIS,140,PERTUSSIS,1.18,1996,12101997
INDIANA,100,PERTUSSIS,1.68,1996,5906013
IOWA,28,PERTUSSIS,0.92,1996,2880000
KANSAS,16,PERTUSSIS,0.61,1996,2614554
KENTUCKY,135,PERTUSSIS,3.46,1996,3919535
LOUISIANA,11,PERTUSSIS,0.23,1996,4398877
MAINE,20,PERTUSSIS,1.6,1996,1249060
MARYLAND,221,PERTUSSIS,4.36,1996,5111986
MASSACHUSETTS,883,PERTUSSIS,14.26,1996,6179756
MICHIGAN,52,PERTUSSIS,0.52,1996,9758645
MINNESOTA,313,PERTUSSIS,6.62,1996,4712827
MISSISSIPPI,10,PERTUSSIS,0.39,1996,2748085
MISSOURI,56,PERTUSSIS,1.06,1996,5431553
MONTANA,36,PERTUSSIS,4.03,1996,886254
NEBRASKA,15,PERTUSSIS,0.9,1996,1673740
NEVADA,41,PERTUSSIS,2.46,1996,1666320
NEW HAMPSHIRE,161,PERTUSSIS,13.75,1996,1174719
NEW JERSEY,14,PERTUSSIS,0.17,1996,8149596
NEW MEXICO,60,PERTUSSIS,3.45,1996,1752326
NEW YORK,568,PERTUSSIS,3.12,1996,18588460
NORTH CAROLINA,131,PERTUSSIS,1.73,1996,7500670
NORTH DAKOTA,1,PERTUSSIS,0.15,1996,650382
OHIO,276,PERTUSSIS,2.47,1996,11242827
OKLAHOMA,18,PERTUSSIS,0.54,1996,3340129
OREGON,34,PERTUSSIS,1.02,1996,3247111
PENNSYLVANIA,196,PERTUSSIS,1.6,1996,12220464
RHODE ISLAND,40,PERTUSSIS,3.92,1996,1020893
SOUTH CAROLINA,52,PERTUSSIS,1.44,1996,3796200
SOUTH DAKOTA,4,PERTUSSIS,0.52,1996,742213
TENNESSEE,20,PERTUSSIS,0.39,1996,5416643
TEXAS,77,PERTUSSIS,0.44,1996,19340342
UTAH,21,PERTUSSIS,1.04,1996,2067976
VERMONT,120,PERTUSSIS,20.24,1996,593701
VIRGINIA,87,PERTUSSIS,1.25,1996,6750884
WASHINGTON,723,PERTUSSIS,12.99,1996,5569753
WEST VIRGINIA,7,PERTUSSIS,0.38,1996,1822808
WISCONSIN,3,PERTUSSIS,0.06,1996,5229986
WYOMING,9,PERTUSSIS,1.8,1996,488167
ALABAMA,2,RUBELLA,0.05,1996,4331102
ARIZONA,1,RUBELLA,0.02,1996,4586940
CALIFORNIA,48,RUBELLA,0.13,1996,32018834
COLORADO,3,RUBELLA,0.09,1996,3919972
CONNECTICUT,6,RUBELLA,0.18,1996,3336685
DISTRICT OF COLUMBIA,2,RUBELLA,0.34,1996,572377
FLORIDA,0,RUBELLA,0,1996,14853360
HAWAII,3,RUBELLA,0.24,1996,1203755
IDAHO,1,RUBELLA,0.08,1996,1203083
ILLINOIS,0,RUBELLA,0,1996,12101997
IOWA,1,RUBELLA,0.03,1996,2880000
LOUISIANA,1,RUBELLA,0.02,1996,4398877
MASSACHUSETTS,22,RUBELLA,0.37,1996,6179756
MICHIGAN,0,RUBELLA,0,1996,9758645
NEVADA,0,RUBELLA,0,1996,1666320
NEW JERSEY,0,RUBELLA,0,1996,8149596
NEW YORK,7,RUBELLA,0.07,1996,18588460
NORTH CAROLINA,85,RUBELLA,1.13,1996,7500670
OREGON,1,RUBELLA,0.03,1996,3247111
PENNSYLVANIA,0,RUBELLA,0,1996,12220464
SOUTH CAROLINA,1,RUBELLA,0.03,1996,3796200
TENNESSEE,1,RUBELLA,0.02,1996,5416643
TEXAS,2,RUBELLA,0.02,1996,19340342
UTAH,1,RUBELLA,0.05,1996,2067976
VERMONT,1,RUBELLA,0.17,1996,593701
VIRGINIA,2,RUBELLA,0.03,1996,6750884
WASHINGTON,2,RUBELLA,0.04,1996,5569753
ALABAMA,40,HEPATITIS A,0.9,1997,4367935
ALASKA,20,HEPATITIS A,3.25,1997,612968
ARIZONA,1078,HEPATITIS A,22.74,1997,4736990
ARKANSAS,88,HEPATITIS A,3.39,1997,2601090
CALIFORNIA,4438,HEPATITIS A,13.65,1997,32486010
COLORADO,234,HEPATITIS A,5.78,1997,4018293
CONNECTICUT,71,HEPATITIS A,2.13,1997,3349348
DELAWARE,13,HEPATITIS A,1.73,1997,751487
DISTRICT OF COLUMBIA,16,HEPATITIS A,2.83,1997,567736
FLORIDA,417,HEPATITIS A,2.76,1997,15186304
GEORGIA,403,HEPATITIS A,5.26,1997,7685099
HAWAII,58,HEPATITIS A,4.8,1997,1211640
IDAHO,78,HEPATITIS A,6.33,1997,1228520
ILLINOIS,354,HEPATITIS A,2.9,1997,12185715
INDIANA,147,HEPATITIS A,2.46,1997,5955267
IOWA,259,HEPATITIS A,8.98,1997,2891119
KANSAS,90,HEPATITIS A,3.43,1997,2635292
KENTUCKY,49,HEPATITIS A,1.27,1997,3952747
LOUISIANA,118,HEPATITIS A,2.67,1997,4421071
MAINE,29,HEPATITIS A,2.32,1997,1254774
MARYLAND,109,HEPATITIS A,2.16,1997,5157328
MASSACHUSETTS,117,HEPATITIS A,1.9,1997,6226058
MICHIGAN,555,HEPATITIS A,5.64,1997,9809051
MINNESOTA,113,HEPATITIS A,2.36,1997,4763390
MISSISSIPPI,31,HEPATITIS A,1.12,1997,2777004
MISSOURI,514,HEPATITIS A,9.37,1997,5481193
MONTANA,37,HEPATITIS A,4.15,1997,889865
NEBRASKA,67,HEPATITIS A,3.98,1997,1686418
NEVADA,252,HEPATITIS A,14.29,1997,1764104
NEW HAMPSHIRE,18,HEPATITIS A,1.49,1997,1189425
NEW JERSEY,128,HEPATITIS A,1.55,1997,8218808
NEW MEXICO,186,HEPATITIS A,10.48,1997,1774839
NEW YORK,463,HEPATITIS A,2.47,1997,18656546
NORTH CAROLINA,95,HEPATITIS A,1.27,1997,7656825
NORTH DAKOTA,7,HEPATITIS A,1.06,1997,649716
OHIO,262,HEPATITIS A,2.35,1997,11277357
OKLAHOMA,710,HEPATITIS A,21.05,1997,3372917
OREGON,189,HEPATITIS A,5.67,1997,3304310
PENNSYLVANIA,273,HEPATITIS A,2.23,1997,12227814
RHODE ISLAND,44,HEPATITIS A,4.32,1997,1025353
SOUTH CAROLINA,42,HEPATITIS A,1.11,1997,3859696
SOUTH DAKOTA,6,HEPATITIS A,0.79,1997,744223
TENNESSEE,164,HEPATITIS A,2.99,1997,5499233
TEXAS,1994,HEPATITIS A,10.11,1997,19740317
UTAH,275,HEPATITIS A,12.98,1997,2119784
VERMONT,7,HEPATITIS A,1.19,1997,597239
VIRGINIA,121,HEPATITIS A,1.76,1997,6829183
WASHINGTON,340,HEPATITIS A,6,1997,5674747
WEST VIRGINIA,5,HEPATITIS A,0.26,1997,1819113
WISCONSIN,75,HEPATITIS A,1.43,1997,5266213
WYOMING,22,HEPATITIS A,4.46,1997,489451
ALABAMA,6,MEASLES,0.14,1997,4367935
ALASKA,1,MEASLES,0.16,1997,612968
ARIZONA,9,MEASLES,0.18,1997,4736990
ARKANSAS,3,MEASLES,0.12,1997,2601090
CALIFORNIA,35,MEASLES,0.09,1997,32486010
COLORADO,29,MEASLES,0.72,1997,4018293
CONNECTICUT,0,MEASLES,0,1997,3349348
DISTRICT OF COLUMBIA,2,MEASLES,0.35,1997,567736
FLORIDA,8,MEASLES,0.06,1997,15186304
GEORGIA,0,MEASLES,0,1997,7685099
HAWAII,6,MEASLES,0.49,1997,1211640
IDAHO,81,MEASLES,6.59,1997,1228520
ILLINOIS,9,MEASLES,0.08,1997,12185715
IOWA,8,MEASLES,0.28,1997,2891119
MAINE,4,MEASLES,0.32,1997,1254774
MARYLAND,26,MEASLES,0.5,1997,5157328
MASSACHUSETTS,54,MEASLES,0.88,1997,6226058
MICHIGAN,8,MEASLES,0.08,1997,9809051
MINNESOTA,17,MEASLES,0.35,1997,4763390
MISSISSIPPI,4,MEASLES,0.14,1997,2777004
MISSOURI,3,MEASLES,0.06,1997,5481193
NEBRASKA,1,MEASLES,0.06,1997,1686418
NEVADA,1,MEASLES,0.06,1997,1764104
NEW HAMPSHIRE,23,MEASLES,1.93,1997,1189425
NEW JERSEY,2,MEASLES,0.02,1997,8218808
NEW MEXICO,7,MEASLES,0.4,1997,1774839
NEW YORK,22,MEASLES,0.14,1997,18656546
NORTH CAROLINA,2,MEASLES,0.02,1997,7656825
NORTH DAKOTA,1,MEASLES,0.15,1997,649716
OHIO,34,MEASLES,0.3,1997,11277357
OKLAHOMA,0,MEASLES,0,1997,3372917
OREGON,3,MEASLES,0.09,1997,3304310
PENNSYLVANIA,15,MEASLES,0.13,1997,12227814
RHODE ISLAND,5,MEASLES,0.49,1997,1025353
SOUTH CAROLINA,2,MEASLES,0.05,1997,3859696
SOUTH DAKOTA,9,MEASLES,1.2,1997,744223
TENNESSEE,3,MEASLES,0.05,1997,5499233
TEXAS,9,MEASLES,0.07,1997,19740317
UTAH,1,MEASLES,0.05,1997,2119784
VERMONT,59,MEASLES,9.88,1997,597239
VIRGINIA,2,MEASLES,0.03,1997,6829183
WASHINGTON,15,MEASLES,0.27,1997,5674747
WEST VIRGINIA,1,MEASLES,0.05,1997,1819113
WISCONSIN,0,MEASLES,0,1997,5266213
WYOMING,3,MEASLES,0.61,1997,489451
ALABAMA,8,MUMPS,0.16,1997,4367935
ALASKA,4,MUMPS,0.64,1997,612968
ARIZONA,33,MUMPS,0.68,1997,4736990
ARKANSAS,0,MUMPS,0,1997,2601090
CALIFORNIA,115,MUMPS,0.32,1997,32486010
COLORADO,3,MUMPS,0.06,1997,4018293
CONNECTICUT,0,MUMPS,0,1997,3349348
FLORIDA,35,MUMPS,0.25,1997,15186304
GEORGIA,9,MUMPS,0.13,1997,7685099
HAWAII,15,MUMPS,1.22,1997,1211640
IDAHO,5,MUMPS,0.4,1997,1228520
ILLINOIS,14,MUMPS,0.13,1997,12185715
INDIANA,16,MUMPS,0.27,1997,5955267
IOWA,10,MUMPS,0.32,1997,2891119
KENTUCKY,3,MUMPS,0.08,1997,3952747
LOUISIANA,16,MUMPS,0.36,1997,4421071
MARYLAND,11,MUMPS,0.22,1997,5157328
MASSACHUSETTS,3,MUMPS,0.05,1997,6226058
MICHIGAN,19,MUMPS,0.19,1997,9809051
MINNESOTA,6,MUMPS,0.12,1997,4763390
MISSISSIPPI,8,MUMPS,0.31,1997,2777004
NEBRASKA,2,MUMPS,0.12,1997,1686418
NEVADA,5,MUMPS,0.29,1997,1764104
NEW HAMPSHIRE,0,MUMPS,0,1997,1189425
NEW JERSEY,2,MUMPS,0.02,1997,8218808
NEW YORK,5,MUMPS,0.05,1997,18656546
NORTH CAROLINA,12,MUMPS,0.13,1997,7656825
OHIO,34,MUMPS,0.34,1997,11277357
OREGON,1,MUMPS,0.03,1997,3304310
PENNSYLVANIA,35,MUMPS,0.33,1997,12227814
RHODE ISLAND,6,MUMPS,0.59,1997,1025353
SOUTH CAROLINA,8,MUMPS,0.22,1997,3859696
TENNESSEE,7,MUMPS,0.14,1997,5499233
TEXAS,47,MUMPS,0.31,1997,19740317
UTAH,9,MUMPS,0.45,1997,2119784
VIRGINIA,19,MUMPS,0.25,1997,6829183
WASHINGTON,17,MUMPS,0.33,1997,5674747
WEST VIRGINIA,2,MUMPS,0.1,1997,1819113
WISCONSIN,0,MUMPS,0,1997,5266213
WYOMING,1,MUMPS,0.2,1997,489451
ALABAMA,37,PERTUSSIS,0.81,1997,4367935
ALASKA,12,PERTUSSIS,1.95,1997,612968
ARIZONA,44,PERTUSSIS,0.9,1997,4736990
ARKANSAS,53,PERTUSSIS,2.07,1997,2601090
CALIFORNIA,414,PERTUSSIS,1.31,1997,32486010
COLORADO,232,PERTUSSIS,5.65,1997,4018293
CONNECTICUT,23,PERTUSSIS,0.69,1997,3349348
DELAWARE,0,PERTUSSIS,0,1997,751487
DISTRICT OF COLUMBIA,5,PERTUSSIS,0.88,1997,567736
FLORIDA,145,PERTUSSIS,0.99,1997,15186304
GEORGIA,15,PERTUSSIS,0.2,1997,7685099
HAWAII,14,PERTUSSIS,1.14,1997,1211640
IDAHO,657,PERTUSSIS,53.44,1997,1228520
ILLINOIS,96,PERTUSSIS,0.79,1997,12185715
INDIANA,87,PERTUSSIS,1.45,1997,5955267
IOWA,97,PERTUSSIS,3.28,1997,2891119
KANSAS,8,PERTUSSIS,0.3,1997,2635292
KENTUCKY,58,PERTUSSIS,1.52,1997,3952747
LOUISIANA,20,PERTUSSIS,0.44,1997,4421071
MAINE,14,PERTUSSIS,1.12,1997,1254774
MARYLAND,106,PERTUSSIS,2.1,1997,5157328
MASSACHUSETTS,261,PERTUSSIS,4.25,1997,6226058
MICHIGAN,51,PERTUSSIS,0.51,1997,9809051
MINNESOTA,365,PERTUSSIS,7.62,1997,4763390
MISSISSIPPI,13,PERTUSSIS,0.49,1997,2777004
MISSOURI,61,PERTUSSIS,1.13,1997,5481193
MONTANA,20,PERTUSSIS,2.23,1997,889865
NEBRASKA,14,PERTUSSIS,0.84,1997,1686418
NEVADA,26,PERTUSSIS,1.48,1997,1764104
NEW HAMPSHIRE,122,PERTUSSIS,10.21,1997,1189425
NEW JERSEY,6,PERTUSSIS,0.07,1997,8218808
NEW MEXICO,151,PERTUSSIS,8.53,1997,1774839
NEW YORK,123,PERTUSSIS,0.74,1997,18656546
NORTH CAROLINA,120,PERTUSSIS,1.58,1997,7656825
NORTH DAKOTA,3,PERTUSSIS,0.45,1997,649716
OHIO,161,PERTUSSIS,1.48,1997,11277357
OKLAHOMA,47,PERTUSSIS,1.4,1997,3372917
OREGON,24,PERTUSSIS,0.72,1997,3304310
PENNSYLVANIA,161,PERTUSSIS,1.3,1997,12227814
RHODE ISLAND,17,PERTUSSIS,1.68,1997,1025353
SOUTH CAROLINA,31,PERTUSSIS,0.84,1997,3859696
SOUTH DAKOTA,5,PERTUSSIS,0.65,1997,744223
TENNESSEE,46,PERTUSSIS,0.88,1997,5499233
TEXAS,109,PERTUSSIS,0.63,1997,19740317
UTAH,26,PERTUSSIS,1.25,1997,2119784
VERMONT,162,PERTUSSIS,27.01,1997,597239
VIRGINIA,56,PERTUSSIS,0.8,1997,6829183
WASHINGTON,379,PERTUSSIS,6.71,1997,5674747
WEST VIRGINIA,6,PERTUSSIS,0.31,1997,1819113
WISCONSIN,79,PERTUSSIS,1.49,1997,5266213
WYOMING,8,PERTUSSIS,1.61,1997,489451
ARIZONA,7,RUBELLA,0.14,1997,4736990
ARKANSAS,3,RUBELLA,0.12,1997,2601090
CALIFORNIA,15,RUBELLA,0.05,1997,32486010
CONNECTICUT,1,RUBELLA,0.03,1997,3349348
DISTRICT OF COLUMBIA,1,RUBELLA,0.18,1997,567736
FLORIDA,6,RUBELLA,0.06,1997,15186304
HAWAII,8,RUBELLA,0.67,1997,1211640
IDAHO,2,RUBELLA,0.16,1997,1228520
ILLINOIS,2,RUBELLA,0.02,1997,12185715
MARYLAND,2,RUBELLA,0.04,1997,5157328
MASSACHUSETTS,0,RUBELLA,0,1997,6226058
MISSOURI,2,RUBELLA,0.04,1997,5481193
NEW YORK,27,RUBELLA,0.16,1997,18656546
NORTH CAROLINA,59,RUBELLA,0.76,1997,7656825
SOUTH CAROLINA,19,RUBELLA,0.5,1997,3859696
TEXAS,5,RUBELLA,0.04,1997,19740317
VIRGINIA,1,RUBELLA,0.01,1997,6829183
WASHINGTON,2,RUBELLA,0.04,1997,5674747
WISCONSIN,1,RUBELLA,0.02,1997,5266213
ALABAMA,64,HEPATITIS A,1.47,1998,4404701
ALASKA,6,HEPATITIS A,0.96,1998,619932
ARIZONA,1224,HEPATITIS A,25.05,1998,4883342
ARKANSAS,63,HEPATITIS A,2.42,1998,2626289
CALIFORNIA,2803,HEPATITIS A,8.47,1998,32987675
COLORADO,261,HEPATITIS A,6.33,1998,4116639
CONNECTICUT,63,HEPATITIS A,1.89,1998,3365352
DELAWARE,4,HEPATITIS A,0.52,1998,763335
DISTRICT OF COLUMBIA,46,HEPATITIS A,8.15,1998,565230
FLORIDA,358,HEPATITIS A,2.31,1998,15486559
GEORGIA,546,HEPATITIS A,6.93,1998,7863536
HAWAII,30,HEPATITIS A,2.45,1998,1215233
IDAHO,136,HEPATITIS A,10.88,1998,1252330
ILLINOIS,549,HEPATITIS A,4.48,1998,12271847
INDIANA,276,HEPATITIS A,4.6,1998,5998880
IOWA,245,HEPATITIS A,8.42,1998,2902872
KANSAS,82,HEPATITIS A,3.1,1998,2660598
KENTUCKY,15,HEPATITIS A,0.42,1998,3985390
LOUISIANA,118,HEPATITIS A,2.67,1998,4440344
MAINE,11,HEPATITIS A,0.88,1998,1259127
MARYLAND,258,HEPATITIS A,4.99,1998,5204464
MASSACHUSETTS,87,HEPATITIS A,1.42,1998,6271838
MICHIGAN,1481,HEPATITIS A,15.04,1998,9847942
MINNESOTA,95,HEPATITIS A,1.93,1998,4813412
MISSISSIPPI,0,HEPATITIS A,0,1998,2804834
MISSOURI,332,HEPATITIS A,6.01,1998,5521765
MONTANA,56,HEPATITIS A,6.24,1998,892431
NEBRASKA,38,HEPATITIS A,2.24,1998,1695816
NEVADA,151,HEPATITIS A,8.16,1998,1853191
NEW HAMPSHIRE,11,HEPATITIS A,0.9,1998,1205940
NEW JERSEY,236,HEPATITIS A,2.85,1998,8287418
NEW MEXICO,102,HEPATITIS A,5.7,1998,1793484
NEW YORK,521,HEPATITIS A,2.77,1998,18755906
NORTH CAROLINA,86,HEPATITIS A,1.11,1998,7809121
NORTH DAKOTA,3,HEPATITIS A,0.45,1998,647532
OHIO,308,HEPATITIS A,2.7,1998,11311536
OKLAHOMA,439,HEPATITIS A,12.87,1998,3405194
OREGON,247,HEPATITIS A,7.41,1998,3352449
PENNSYLVANIA,258,HEPATITIS A,2.11,1998,12245672
RHODE ISLAND,12,HEPATITIS A,1.19,1998,1031155
SOUTH CAROLINA,37,HEPATITIS A,1,1998,3919235
SOUTH DAKOTA,25,HEPATITIS A,3.33,1998,746058
TENNESSEE,139,HEPATITIS A,2.52,1998,5570045
TEXAS,2540,HEPATITIS A,12.59,1998,20157531
UTAH,119,HEPATITIS A,5.53,1998,2165960
VERMONT,4,HEPATITIS A,0.68,1998,600416
VIRGINIA,152,HEPATITIS A,2.18,1998,6900918
